"id","category","tt_no","employee_id","reason_details","status","created_by","created_at","approved_val","approved_by","approved_date","edited_by","edited_at","device_sl_no","delivered_val","delivered_by","delivered_date","dev_assigned_val","dev_assinged_by","dev_assigned_date","trouble_ticket_id"
431,"AUTH TEST","TEST-AUTH-001","TEST-IT-001","Authentication approval and delivery workflow test",1,"TEST-IT-001","2026-08-17 18:36:38.331046+06",1,"TEST-IT-001","2026-08-17 18:40:20.728665+06","ADMIN-001","2026-08-18 11:13:08.224449+06",NULL,1,"ADMIN-001","2026-08-18 11:13:08.224449+06",NULL,NULL,NULL,NULL
430,"Laptop-LC2","2026072129719","02-2052","<p>No Need to change the keyboard, Cause the laptop age is 4.10 years</p>",1,"02-2248","2026-07-23 15:37:54+06",1,"02-2014","2026-07-27 11:19:28+06","ADMIN-001","2026-08-18 11:17:06.071468+06","PF2FL4W2",2,"ADMIN-001","2026-08-18 11:17:06.071468+06",0,NULL,NULL,29554
429,"Wireless Presenter","2026072229730","02-0501","Test Purpose Only",1,"02-0501","2026-07-22 18:47:36+06",1,"02-0501","2026-07-22 18:49:17+06",NULL,NULL,NULL,1,"02-0501","2026-07-23 15:27:59+06",0,NULL,NULL,29565
428,"Mouse","2026072129717","02-0283","I am requesting a mouse, as I currently do not have one to perform my work.",1,"02-2181","2026-07-21 17:12:06+06",1,"ADMIN-001","2026-08-17 11:03:21.769182+06","ADMIN-001","2026-08-20 11:17:09.43568+06",NULL,2,"ADMIN-001","2026-08-20 11:17:09.43568+06",0,NULL,NULL,29552
427,"Laptop Bag","2026071629674","02-1991","Did not receive the laptop bag yet. After 05 years of Service in FHL, did not receive any Laptop Bag Yet.",1,"02-2181","2026-07-20 10:34:47+06",1,"ADMIN-001","2026-08-17 11:04:29.064477+06","ADMIN-001","2026-08-20 11:17:22.078202+06",NULL,1,"ADMIN-001","2026-08-20 11:17:22.078202+06",0,NULL,NULL,29509
426,"Converter","2026071429637","02-2194","Monitor VGA Cable/Converter problem. Need emergency solution.",1,"02-2181","2026-07-14 13:14:36+06",1,"02-2014","2026-07-15 16:09:37+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29474
425,"SSD","2026071229621","02-1166","The laptop SSD is damaged. Need an SSD urgently.",1,"02-2181","2026-07-14 10:23:45+06",3,"02-2014","2026-07-15 16:09:34+06",NULL,NULL,"SN224308910207",0,NULL,NULL,0,NULL,NULL,29458
424,"SSD","2026062429522","02-1446","The SSD is damaged and is no longer under warranty. An urgent SSD replacement is required for official work, as the laptop is being used outside Dhaka.
",1,"02-2181","2026-07-13 18:27:29+06",3,"02-2014","2026-07-15 16:09:31+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29359
423,"Mouse","2026063029553","02-0828","The existing M190 mouse has become faulty and is no longer functioning at all , which is affecting daily office activities. An urgent replacement mouse is required to ensure smooth and uninterrupted official work.",1,"02-2181","2026-07-13 18:20:07+06",1,"02-2014","2026-07-15 16:08:58+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29390
422,"Laptop Adapter","2026070829601","02-1944","My laptop charging adapter is not working. The laptop is not charging.  ",1,"02-2181","2026-07-13 11:23:43+06",1,"02-2014","2026-07-15 16:08:55+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29438
421,"Mouse","2026071229622","02-1166","The old mouse is damaged.",1,"02-2181","2026-07-12 16:49:16+06",1,"02-2014","2026-07-12 18:31:04+06",NULL,NULL,"GB2511078792",0,NULL,NULL,0,NULL,NULL,29459
420,"Toner Cartridge","2026071129617","02-0402","Need an ink for the printer.",1,"02-2181","2026-07-11 11:02:59+06",1,"02-2014","2026-07-12 13:49:57+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29454
419,"Cooling Fan","2026071129616","02-2046","The old temporary laptop has a cooling fan issue.",1,"02-2181","2026-07-11 10:49:56+06",1,"02-2014","2026-07-12 13:52:10+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29453
418,"Mouse","2026062129493","02-0901","Exisiting mouse got faulty. Adding a new request for this user to buy a new wired mouse",1,"02-2297","2026-07-08 15:58:22+06",1,"02-2014","2026-07-12 18:31:10+06",NULL,NULL,"2346LV00RAL8(bODY)",0,NULL,NULL,0,NULL,NULL,29331
417,"Mouse","2026070229573","02-1480","Existing mouse got faulty & adding a requisition for designated user",1,"02-2297","2026-07-06 15:32:02+06",1,"02-2014","2026-07-12 18:31:13+06",NULL,NULL,"2234LZD49XWD",0,NULL,NULL,0,NULL,NULL,29410
416,"Laptop Adapter","2026063029556","02-1882","<p>The laptop adapter is not working.</p>",1,"02-2181","2026-07-02 10:27:25+06",1,"02-2014","2026-07-12 18:31:52+06","02-2181",NULL,NULL,0,NULL,NULL,0,NULL,NULL,29393
415,"Laptop Adapter","2026061729483","02-2278","Laptop charging port problem.",1,"02-2181","2026-06-25 12:58:19+06",1,"02-2014","2026-07-12 18:31:47+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29321
414,"UPS Battery","2026062129494","02-2195","Need UPS for office pc. Two UPS batteries are needed.",1,"02-2181","2026-06-25 11:55:19+06",1,"02-2014","2026-07-12 18:31:44+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29332
413,NULL,"2026062429510","02-2218","My previous mouse is already back to IT, now I need a new mouse for official use.",1,"02-2181","2026-06-25 10:08:39+06",1,"02-2014","2026-07-12 18:31:41+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29347
412,"Monitor Adapter","2026062429530","02-0061","Need a monitor adapter.",1,"02-2181","2026-06-24 21:15:00+06",1,"02-2014","2026-07-12 18:31:25+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29367
411,"Cooling Fan","2026062429529","02-2087","My colling fan not working. Need to replace it. Arif bhaiya already check.",1,"02-2181","2026-06-24 21:09:38+06",1,"02-2014","2026-07-12 13:52:16+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29366
410,"Mouse","2026052129376","02-1298","This user has no mouse, so I am adding a requisition for this user.
Product - Mouse (USB A4 Tech)",1,"02-2297","2026-06-16 14:59:41+06",1,"02-2014","2026-06-22 10:48:11+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29214
409,"Mouse","2026060429410","02-1556","Existing mouse got faulty. New mouse need for smooth operation.",1,"02-2297","2026-06-16 14:50:27+06",1,"02-2014","2026-06-22 10:48:01+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29248
408,"Speaker","2026061129454","02-1301","The laptop speaker iis problem. Needs to be rectified.",1,"02-2181","2026-06-16 11:37:13+06",1,"02-2014","2026-06-22 10:47:58+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29292
407,"Mouse","2026061129451","02-0819","My mouse is not functioning properly. ",1,"02-2181","2026-06-16 11:36:29+06",1,"02-2014","2026-06-22 10:47:54+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29289
406,"Mouse","2026052329384","02-1504","mouse faulty",1,"02-2181","2026-06-16 11:19:08+06",1,"02-2014","2026-06-22 10:47:51+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29222
405,"Mouse","2026051929361","02-0657","I need a mouse for the smooth operation of my regular work.",1,"02-2181","2026-06-16 11:18:37+06",1,"02-2014","2026-06-22 10:47:42+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29199
404,"Mouse","2026051129318","02-1160","need a new mouse.",1,"02-2181","2026-06-16 11:13:49+06",1,"02-2014","2026-06-22 10:47:06+06",NULL,NULL,"K2202N0108528",0,NULL,NULL,0,NULL,NULL,29157
403,"Mouse","2026051929367","02-2093","<p>Due to my mouse faulty i need a mouseÃ‚ </p>",1,"02-2181","2026-06-16 11:10:50+06",2,"02-2014","2026-06-22 10:29:45+06","02-2014",NULL,"n0sn5602",0,NULL,NULL,0,NULL,NULL,29205
402,"Mouse","2026051929367","02-2093","Due to my mouse faulty i need a mouseÂ   ",1,"02-2181","2026-06-16 11:08:36+06",1,"02-2014","2026-06-22 10:29:32+06",NULL,NULL,"n0sn5602",0,NULL,NULL,0,NULL,NULL,29205
401,"Laptop Battery","2026051929365","02-1500","Need to change laptop battery (Dell Vostro) immediately as its not kept charges without power connection.",1,"02-2181","2026-06-16 11:07:05+06",1,"02-2014","2026-06-22 10:46:58+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29203
400,"Laptop Adapter","2026051929358","02-2400","Adapter not charging ",1,"02-2181","2026-06-16 11:06:00+06",1,"02-2014","2026-06-22 10:39:10+06",NULL,NULL,"5CD3062Q1Y",0,NULL,NULL,0,NULL,NULL,29196
399,"Monitor Adapter","2026061129450","02-2088","The monitor adapter is damaged, need to replace the adapter.",1,"02-2248","2026-06-16 10:19:33+06",1,"02-2014","2026-06-22 10:46:42+06",NULL,NULL,"2321LV019NLB",0,NULL,NULL,0,NULL,NULL,29288
398,"Mouse","2026061529467","02-1536","The mouse is not working.",1,"02-2181","2026-06-15 13:32:43+06",1,"02-2014","2026-06-22 10:37:08+06",NULL,NULL,"2I3900267897",0,NULL,NULL,0,NULL,NULL,29305
397,"Laptop Adapter","2026061429459","02-1765","Laptop adapter is not working.",1,"02-2181","2026-06-15 10:11:00+06",1,"02-2014","2026-06-22 10:38:24+06",NULL,NULL,"K2202N0108557",0,NULL,NULL,0,NULL,NULL,29297
396,"Laptop Adapter","2026061129455","02-2211","The laptop adapter is not working.",1,"02-2181","2026-06-15 10:10:24+06",1,"02-2014","2026-06-22 10:37:42+06",NULL,NULL,"5CD3062QVK",0,NULL,NULL,0,NULL,NULL,29293
395,"Keyboard-USB","2026050829300","02-0745","Please arrange three (2) keyboards for the Hi-Tech Park SOC team on an urgent basis.",1,"02-2181","2026-06-14 18:05:27+06",1,"02-2014","2026-06-22 10:31:22+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29139
394,"Mouse","2026050829299","02-0745","At least 2 mouse required on urgent basis.",1,"02-2181","2026-06-14 17:57:13+06",1,"02-2014","2026-06-22 10:31:07+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29138
393,"Mouse","2026061429462","02-2093","SOC Desktop mouse not working, need  new one",1,"02-2014","2026-06-14 17:11:51+06",1,"02-2014","2026-06-14 17:12:30+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29300
392,"Laptop Battery","2026060229398","02-1797","as the current battery only provides around 10 minutes of backup after a full charge",1,"02-2014","2026-06-10 14:13:32+06",1,"02-2014","2026-06-10 14:13:49+06",NULL,NULL,"GXX9PH3",0,NULL,NULL,0,NULL,NULL,29236
391,"Headphone","2026060829431","02-0106","I have checked the issue and confirmed that it is a hardware-related problem. At this moment, hardware replacement is not possible.

As an alternative, we can provide headphones. Please wait until the purchase procedure is completed.
",1,"02-2181","2026-06-09 12:34:02+06",1,"02-2014","2026-06-10 14:14:11+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29269
390,"Mouse","2026060429413","02-2161","Need a wired mouse",1,"02-2181","2026-06-09 11:12:45+06",1,"02-2014","2026-06-10 14:14:30+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29251
389,"Mouse","2026051329328","02-1327","Mouse not working properly.",1,"02-2181","2026-05-13 12:50:37+06",1,"02-2014","2026-06-10 14:18:18+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29167
388,"Speaker","2026042929250","02-2175","Laptop`s sound system totaly faded, counldn`t compete meetings properly. Had to use headphone.",1,"02-2181","2026-05-13 11:06:44+06",1,"02-2014","2026-06-10 14:21:15+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29089
387,"Mouse","2026051029312","02-0914","Mouse scroll problem.",1,"02-2181","2026-05-13 10:35:22+06",1,"02-2014","2026-06-10 14:21:29+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29151
386,"WI-FI Card/Receiver","2026051229322","02-2175","Several times, the laptop`s Wi-Fi driver is not working, but after using a LAN cable, I can do office work. Need a new Wi-Fi card for an MSI Laptop.",1,"02-2181","2026-05-13 10:35:02+06",0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29161
385,"Laptop Keyboard","2026050429272","02-2635","Laptop Keybord Issue.",1,"02-2181","2026-05-10 16:41:26+06",0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29111
384,"Speaker","2026050629284","02-1644","The laptop speaker is not working.",1,"02-2181","2026-05-10 10:28:26+06",0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29123
383,"Mouse","2026050729290","02-2093","Need a Optical Mouse For SOC Purpose",1,"02-2181","2026-05-10 10:27:30+06",1,"02-2014","2026-06-22 10:29:42+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29129
382,"Mouse","2026050529280","02-2582","The old mouse has a scroll issue.",1,"02-2181","2026-05-10 10:23:14+06",0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29119
381,"Mouse","2026050729291","02-1272","The old mouse is damaged, so a new mouse is needed",1,"02-2181","2026-05-07 12:23:21+06",0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29130
380,"Laptop Battery","2026050329265","02-2341","The Laptop Battery is at the end of its service. Need to change immediately for smooth operations.   ",1,"02-2248","2026-05-06 11:29:34+06",1,"02-2014","2026-05-06 11:39:06+06",NULL,NULL,"FDTWGJ3",0,NULL,NULL,0,NULL,NULL,29104
379,"Laptop Adapter","2026042829245","02-1336","My laptop charger adapter is not working. Need to replace as soon as possible.",1,"02-2181","2026-05-04 10:58:48+06",1,"02-2014","2026-05-04 13:51:12+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29084
378,"Laptop Battery","2026042829249","02-2175","Laptop`s power backup reduced to 1 hr to 45 minutes. Needs to replace the battery for better output from the laptop.",1,"02-2181","2026-05-04 10:57:34+06",1,"02-2014","2026-05-04 13:51:09+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29088
377,"Mouse","2026042129210","02-0061","Need a wired mouse for monitoring purpose",1,"02-2181","2026-05-04 10:51:52+06",1,"02-2014","2026-05-04 13:51:03+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29049
376,"Mouse","2026042629232","02-1738","The old mouse is damaged, so a new mouse is needed",1,"02-2181","2026-05-04 10:51:14+06",1,"02-2014","2026-05-04 13:51:01+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29071
375,"Mouse","2026042729240","02-2719","The old mouse is damaged, so a new mouse is needed",1,"02-2181","2026-05-04 10:50:59+06",1,"02-2014","2026-05-04 13:50:55+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29079
374,"Mouse","2026043029257","02-2624","The old mouse is damaged, so a new mouse is needed",1,"02-2181","2026-05-04 10:50:41+06",1,"02-2014","2026-05-04 13:50:29+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29096
373,"Speaker","2026030928967","02-0734","Need a laptop speaker.",1,"02-2181","2026-05-03 19:07:10+06",1,"02-2014","2026-05-04 13:49:54+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28807
372,"Converter","2026042129208","02-0061","Need a VGA to HDMI converter for Monitoring purpose.",1,"02-2181","2026-04-29 15:01:17+06",1,"02-2014","2026-05-04 13:49:34+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29047
371,"Mouse","2026042829247","02-1521","Mouse cursor not moving properly for this hamper my work.",1,"02-2181","2026-04-29 15:00:13+06",1,"02-2014","2026-05-04 13:49:28+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29086
370,"WI-FI Card/Receiver","2026042129211","02-0061","Need a a wifi adapter to connect the desktop for networking purposes.",1,"02-2181","2026-04-29 13:07:34+06",1,"02-2014","2026-05-04 13:49:17+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29050
369,"Speaker","2026022528920","02-0869","The Dell Vostro 3400 is out of warranty and needs to be repaired due to sound issues.",1,"02-2181","2026-04-22 19:02:22+06",1,"02-2014","2026-04-28 10:33:54+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28729
368,"Converter","2026033029069","02-2073","Need USB C/ USB to HDMI converter to connect to secondary display as my laptop does not have HDMI port",1,"02-2181","2026-04-22 18:47:20+06",1,"02-2014","2026-04-28 10:33:48+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28909
367,"Mouse","2026041529170","02-1266","The old mouse is damaged, so a new mouse is needed",1,"02-2181","2026-04-22 17:29:54+06",1,"02-2014","2026-04-28 10:33:38+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29009
366,"Laptop Battery","2026041529174","02-1141","I require a laptop battery for official work. Since I work in the field, this is urgent. The laptop model is 440 G5.",1,"02-2181","2026-04-22 17:29:23+06",1,"02-2014","2026-04-28 10:33:30+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29013
365,"WI-FI Card/Receiver","2026042029203","02-1605","The wifi card is not working. Need a wifi card for laptop.
",1,"02-2181","2026-04-22 17:28:10+06",1,"02-2014","2026-04-28 10:33:24+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29042
364,"Mouse","2026041929192","02-2675","The old mouse is damaged, so a new mouse is needed",1,"02-2181","2026-04-22 17:27:26+06",1,"02-2014","2026-04-28 10:33:19+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29031
363,"Cooling Fan","2026042029199","02-2093","The laptop is showing a cooling fan error message. It indicates a hardware issue, so the laptop has been opened and the fan needs to be replaced urgently.",1,"02-2181","2026-04-22 16:48:36+06",1,"02-2014","2026-04-28 10:33:15+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29038
362,"Mouse","2026042129206","02-1572","The old mouse is damaged.",1,"02-2181","2026-04-21 10:43:46+06",1,"02-2014","2026-04-28 10:33:11+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29045
361,"UPS Battery","2026022428909","02-2074","They currently have three desktop PCs in use by the team.
Previously, no UPS units were provided for these desktops.
We do have old UPS units, but their batteries are damaged.
To ensure proper backup support for the desktops, we plan to replace the bat",1,"02-2248","2026-04-20 16:31:27+06",1,"02-2014","2026-04-28 10:33:08+06",NULL,NULL,"2026022404",0,NULL,NULL,0,NULL,NULL,28718
360,"RAM-Laptop","2026030528957","02-2093","He is working at various system at a time. so the memory occupied, & performance go down. need to extend another 8 GB RAM=3200 bus ",1,"02-2248","2026-04-20 16:17:01+06",2,"02-2014","2026-06-22 10:29:48+06",NULL,NULL,"5CG1514QX6",0,NULL,NULL,0,NULL,NULL,28797
359,"Laptop Display","2026041929189","02-2469","The laptop display is damaged. Need an urgent display",1,"02-2181","2026-04-19 12:44:35+06",1,"02-2014","2026-04-28 10:33:00+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29028
358,"Mouse","2026040729120","02-1816","Existing mouse is not functional. Requesting for  a new USB mouse",1,"02-2297","2026-04-16 13:23:25+06",1,"02-2014","2026-04-28 10:32:35+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28959
357,"Mouse","2026041629178","02-2581","<p>Mouse is not working,</p>",1,"02-2181","2026-04-16 10:22:43+06",1,"02-2014","2026-06-08 12:44:29+06","02-2014",NULL,NULL,0,NULL,NULL,0,NULL,NULL,29017
356,"Mouse","2026041529173","02-1141","Need a mouse for official laptop.",1,"02-2181","2026-04-15 14:04:07+06",1,"02-2014","2026-04-28 10:31:41+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29012
355,"Mouse","2026041329164","02-1872","The old mouse is damaged. Need a new mouse.",1,"02-2181","2026-04-13 20:27:55+06",1,"02-2014","2026-04-28 10:31:30+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29003
354,NULL,"2026040929138","02-1298","Due to a thundering laptop adapter becoming faulty. Need an urgent laptop adapter",1,"02-2181","2026-04-13 20:07:16+06",1,"02-2014","2026-04-28 10:31:25+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28977
353,"Switch Power Module","2026040829132","02-0821","My laptopâ€™s charging port appears to be faulty and needs to be replaced. The issue has already been checked by the IT team member, Ruhul Vai.",1,"02-2181","2026-04-13 20:00:45+06",1,"02-2014","2026-04-28 10:31:14+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28971
352,"Multiplug and Power Strip","2026041329163","02-2004","Need a multiplug and power strip for a printer connection.",1,"02-2181","2026-04-13 19:57:02+06",1,"02-2014","2026-04-28 10:31:09+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,29002
351,"Mouse","2026041329159","02-2673","my mouse is faulty so that can`t work. Please change my mouse.",1,"02-2181","2026-04-13 15:37:36+06",1,"02-2014","2026-04-13 15:38:39+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28998
350,"Mouse","2026041029141","02-2794","Mouse Scroll Wheel is not working.",1,"02-2181","2026-04-13 10:22:36+06",1,"02-2014","2026-04-13 10:28:08+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28980
349,"Mouse","2026041229145","02-2046","Need a mouse",1,"02-2181","2026-04-12 17:56:13+06",1,"02-2014","2026-04-13 10:28:10+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28984
348,"HDD Laptop","2026033129073","02-2097","Laptop cooling fan problem. During on time showing cooling fan error.need urgent",1,"02-2181","2026-04-12 12:26:40+06",1,"02-2014","2026-04-13 10:28:41+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28913
347,"Mouse","2026040829127","02-2050","Need a mouse.old mouse is damaged",1,"02-2181","2026-04-08 17:33:48+06",1,"02-2014","2026-04-13 10:28:46+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28966
346,"Mouse","2026040529103","02-0315","Need a mouse.old mouse is damaged",1,"02-2181","2026-04-08 17:33:23+06",1,"02-2014","2026-04-13 10:28:50+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28943
345,"Mouse","2026040529099","02-2530","Need a mouse.old mouse is damaged",1,"02-2181","2026-04-08 17:32:48+06",1,"02-2014","2026-04-13 10:29:00+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28939
344,"Mouse","2026033129072","02-0626","Need a mouse.old mouse is damaged",1,"02-2181","2026-04-08 17:31:05+06",1,"02-2014","2026-04-13 10:29:05+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28912
343,"Mouse","2026032529035","02-2262","Need a mouse.old mouse is damaged",1,"02-2181","2026-04-08 17:30:46+06",1,"02-2014","2026-04-13 10:29:11+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28875
342,"Mouse","2026032529029","02-2667","Need a mouse.old mouse is damaged",1,"02-2181","2026-04-08 17:30:25+06",1,"02-2014","2026-04-13 10:29:20+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28869
341,"Mouse","2026031228996","02-1838","Need a mouse. The old mouse is damaged.",1,"02-2181","2026-04-08 17:28:34+06",1,"02-2014","2026-04-13 10:29:37+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28836
340,"Mouse","2026031128979","02-2705","Need a mouse. The old mouse is damaged.",1,"02-2181","2026-04-08 17:28:03+06",1,"02-2014","2026-04-13 10:29:41+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28819
339,"Mouse","2026022428908","02-2074","Need a mouse. The old mouse is damaged.",1,"02-2181","2026-04-08 17:27:45+06",1,"02-2014","2026-04-13 10:29:44+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28717
338,"Mouse","2026021528820","02-2710","Need a mouse.",1,"02-2181","2026-04-08 17:25:10+06",1,"02-2014","2026-04-13 10:29:49+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28629
337,"Mouse","2026040629113","02-1425","Need a mouse",1,"02-2181","2026-04-08 13:52:11+06",1,"02-2014","2026-04-13 10:29:55+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28953
336,"Mouse","2026033029070","02-2532","Need a mouse.old mouse is damaged",1,"02-2181","2026-04-07 16:21:20+06",1,"02-2014","2026-04-13 10:30:08+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28910
335,"Laptop Battery","2026040129086","02-0800","We need puchase a new battery",1,"02-2014","2026-04-01 13:29:17+06",1,"02-2014","2026-04-01 13:29:32+06",NULL,NULL,"F0H0P93",0,NULL,NULL,0,NULL,NULL,28926
334,"Mouse","2026032529030","02-2104","Need a new mouse, existing mouse became faulty. Please approve from your side.",1,"02-2297","2026-03-30 15:44:35+06",1,"02-2014","2026-04-13 10:30:25+06",NULL,NULL,"K2202N0108537",0,NULL,NULL,0,NULL,NULL,28870
333,"Laptop Battery","2026032929055","02-2041","My office laptop battery backup is only around 20 minutes, which is affecting my SOC reporting and PID coordination work. Kindly resolve this issue as soon as possible.",1,"02-2181","2026-03-30 15:29:13+06",1,"02-2014","2026-04-13 10:30:34+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28895
332,"Mouse","2026032429019","02-2817","Need a mouse ",1,"02-2181","2026-03-24 12:37:20+06",1,"02-2014","2026-04-01 13:25:37+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28859
331,"Mouse","2026032429015","02-2603","The Mouse is not working. Need one. ",1,"02-2181","2026-03-24 12:16:09+06",1,"02-2014","2026-04-01 13:21:03+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28855
330,"Mouse","2026022528917","02-2285","New mouse needed because old mouse in not functioning properly.",1,"02-2297","2026-03-15 12:20:32+06",1,"02-2014","2026-04-01 13:20:33+06",NULL,NULL,"2306LV0067V8",0,NULL,NULL,0,NULL,NULL,28726
329,"Mouse","2026030528955","02-2174","Mouse faulty. Need to change.",1,"02-2181","2026-03-10 16:21:06+06",1,"02-2014","2026-04-01 13:13:01+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28795
328,"Laptop Battery","2026021728847","02-2093","The laptop battery is damaged. need a new battery urgent.",1,"02-2181","2026-03-09 16:23:16+06",1,"02-2014","2026-04-13 10:27:19+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28656
327,"Mouse","2026022328891","02-1086","Need a mouse",1,"02-2181","2026-03-05 14:41:20+06",1,"02-2014","2026-04-01 13:14:52+06",NULL,NULL,NULL,0,NULL,NULL,0,NULL,NULL,28700
326,"Mouse","2026022528918","02-1285","Dear Concern,

Need my previous mouse replace due to this mouse not working smoothly.Â 

Details Below that:Â 

**Category :** Mouse

**Brand :** LOGITECH

**Device Serial No. :** 2306LV006958

**Model No. :** M190",1,"02-1285","2026-03-04 14:01:15+06",2,"02-2014","2026-04-01 13:17:10+06",NULL,NULL,"2306LV006958",0,NULL,NULL,0,NULL,NULL,28727
325,"Mouse","2026030115667","02-1285","old mouse is not working.
Need to replace with USB mouse",1,"02-2297","2026-03-04 13:17:34+06",1,"02-2014","2026-04-01 13:17:14+06",NULL,NULL,"2306LV006958",1,"02-2297","2026-04-16 17:19:32+06",0,NULL,NULL,28782
324,"Laptop Keyboard","2026021828852","02-0757","Keyboard key not working properly ",1,"02-2014","2026-03-04 10:20:19+06",1,"02-2014","2026-03-04 10:20:37+06",NULL,NULL,"5CD201K54X",1,"02-2014","2026-03-04 10:21:34+06",0,NULL,NULL,28661
